study_word,test,textbox.text,,,,
,_oo_,book,,,,
,v_s_,vase,,,,
,P_st_y,pastry,,,,
,P_s_er,poster,,Prop of hit from study list,18,0.9
,c_ha_t,chhst,,Prop of hit outside study list,0,0
,C_s_io_,cushion,,,,
,t_hi_t,tshirt,,Priming score,0.9,
,_ho_e,shoes,,,,
,c_m_ra,camera,,,,
,ta_l_,table,,,,
,_a_bl_,marble,,,,
,bo_t_e,bottle,,,,
,p_nc_l,pencil,,,,
,_ru_s_,crusie,,,,
,_o_rd,bp,,,,
,P_li_e,police,,,,
,_ou_e,mouse,,,,
,C_s_,case,,,,
,L_pt_p,laptop,,,,
,K_y_,keys,,,,
