study_word,test,textbox.text,,,,
,_ho_e,"chole
",,,,
,_oo_,book,,Prop of hit from study list,11,0.55
,C_s_io_,cushion,,Prop hit outside study list,1,0.05
,p_nc_l,,,,,
,c_ha_t,,,Priming score,0.50,
,L_pt_p,"laptop
",,,,
,c_m_ra,camera,,,,
,bo_t_e,"b0tle
",,,,
,v_s_,vase,,,,
,C_s_,cis,,,,
,ta_l_,table,,,,
,P_st_y,pastry,,,,
,_o_rd,,,,,
,P_li_e,police,,,,
,_a_bl_,marble,,,,
,P_s_er,passer,,,,
,K_y_,keys,,,,
,_ru_s_,cru,,,,
,t_hi_t,t-shirt,,,,
,_ou_e,,,,,
